City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
172,Stantsionno-Oyashinskiy,3,RU,1570758468,49,55.47,83.82,33.67,12.08
173,Kabinda,100,CD,1570758468,94,-6.14,24.49,67.03,2.43
174,Kruisfontein,54,ZA,1570758468,83,-34.0,24.73,49.21,6.56
175,Tuktoyaktuk,75,CA,1570758468,91,69.44,-133.03,32.0,3.36
176,Ust-Tsilma,97,RU,1570758468,93,65.44,52.15,34.59,8.73
177,Samdrup Jongkhar,0,IN,1570758469,65,26.8,91.5,69.44,3.06
178,Pajapan,100,MX,1570758469,76,18.26,-94.69,84.0,6.36
179,High Level,40,CA,1570758469,55,58.52,-117.13,37.4,4.7
180,Luanda,75,AO,1570758469,78,-8.83,13.24,77.0,10.29
181,Camacha,40,PT,1570758469,68,33.08,-16.33,69.8,5.82
182,Luderitz,0,NA,1570758469,82,-26.65,15.16,55.4,6.93
183,Emerald,75,AU,1570758469,54,-23.53,148.16,81.0,8.05
184,Port Lincoln,0,AU,1570758469,64,-34.72,135.86,60.94,14.33
185,Carnarvon,0,ZA,1570758470,38,-30.97,22.13,47.53,7.79
186,Winchester,100,GB,1570758470,82,51.06,-1.31,61.0,20.8
187,Carahue,100,CL,1570758470,93,-38.71,-73.16,46.4,2.24
188,San Felipe,100,CL,1570758470,36,-32.75,-70.73,66.99,3.64
189,Auki,98,NG,1570758470,88,12.18,6.51,73.42,4.58
190,Bathsheba,40,BB,1570758470,74,13.22,-59.52,82.4,10.29
191,Yelizovo,0,RU,1570758470,47,53.19,158.38,57.2,8.95
192,Bereda,90,ES,1570758470,100,43.27,-7.54,57.2,2.24
193,Ixtapa,90,MX,1570758471,94,20.71,-105.21,79.0,5.82
194,Viedma,7,AR,1570758471,64,-40.81,-62.99,54.99,6.3
195,Mabaruma,61,GY,1570758471,98,8.2,-59.78,70.61,2.18
196,Koumac,32,NC,1570758471,54,-20.56,164.28,76.87,5.1
197,Bukachacha,0,RU,1570758471,28,52.99,116.91,23.58,7.27
198,Iquique,90,CL,1570758471,72,-20.22,-70.14,62.6,4.7
199,Nanortalik,0,GL,1570758471,76,60.14,-45.24,39.13,2.28
200,Sola,81,TZ,1570758471,68,-3.17,33.8,68.56,7.39
201,Basoko,100,CD,1570758472,99,1.23,23.61,69.48,1.8
202,Clarksburg,1,US,1570758472,87,39.24,-77.28,66.99,5.91
203,Maniitsoq,100,GL,1570758472,67,65.42,-52.9,34.61,13.55
204,Pisco,90,PE,1570758472,77,-13.71,-76.2,60.8,5.82
205,Batagay-Alyta,100,RU,1570758472,80,67.8,130.41,14.54,6.07
206,Iqaluit,75,CA,1570758472,77,63.75,-68.52,37.4,11.41
207,Winslow,75,GB,1570758472,93,51.94,-0.88,61.0,17.22
208,Gizo,20,IL,1570758473,83,31.8,34.94,73.0,2.24
209,Vestmannaeyjar,100,IS,1570758473,60,63.44,-20.27,46.02,5.19
210,East London,0,ZA,1570758473,75,-33.02,27.91,59.67,14.49
211,Namibe,62,AO,1570758473,86,-15.19,12.15,68.11,8.84
212,Husavik,100,CA,1570758473,99,50.56,-96.99,33.01,8.01
213,Moron,13,HT,1570758473,77,18.56,-74.26,79.79,4.16
214,Kandava,93,LV,1570758473,93,57.04,22.77,46.9,8.81
215,Derbent,25,RU,1570758474,84,42.06,48.29,65.48,16.87
216,Baykit,0,RU,1570758474,53,61.68,96.39,25.54,1.27
217,East Wenatchee Bench,1,US,1570758474,34,47.43,-120.28,51.8,8.05
218,Anadyr,0,RU,1570758474,74,64.73,177.51,28.4,6.71
219,Karasjok,85,NO,1570758474,95,69.47,25.52,32.0,11.41
220,Senanga,97,ZM,1570758474,69,-16.1,23.3,68.83,2.24
221,Nishihara,75,JP,1570758474,88,35.74,139.53,72.0,12.75
222,Izumo,40,JP,1570758474,64,35.37,132.75,73.4,5.82
223,Morondava,0,MG,1570758475,60,-20.3,44.28,73.98,1.68
224,Pangnirtung,100,CA,1570758475,94,66.15,-65.72,30.92,13.36
225,Ribeira Grande,15,PT,1570758475,86,38.52,-28.7,65.25,15.12
226,Bodden Town,40,KY,1570758475,79,19.28,-81.25,84.2,5.82
227,Luena,100,AO,1570758475,84,-11.78,19.91,62.38,3.0
228,Medea,0,DZ,1570758475,93,36.27,2.77,57.2,3.65
229,Belmonte,0,PT,1570758475,69,40.36,-7.35,55.0,2.68
230,Sovetskoye,100,RU,1570758475,81,51.44,46.74,48.0,5.99
231,Juba,75,EE,1570758476,93,57.82,26.93,46.4,5.82
232,Lompoc,1,US,1570758476,72,34.64,-120.46,69.8,6.93
233,La Paz,5,MX,1570758476,28,24.15,-110.32,93.2,6.93
234,Shiraz,20,IR,1570758476,26,29.61,52.54,59.0,1.9
235,Poum,51,MK,1570758476,89,41.28,20.71,51.57,2.47
236,Zhigansk,90,RU,1570758476,88,66.77,123.37,20.25,24.7
237,Vao,87,EE,1570758476,97,59.1,26.19,43.36,6.33
238,Nouakchott,67,MR,1570758476,78,18.08,-15.98,82.4,5.82
239,Tessalit,0,ML,1570758476,37,20.2,1.01,84.49,13.42
240,Ahome,5,MX,1570758477,70,25.92,-109.18,86.0,12.75
241,Xuddur,31,SO,1570758477,87,4.12,43.89,72.27,8.16
242,Majene,59,ID,1570758477,57,-3.54,118.97,86.88,7.89
243,Dawei,70,MM,1570758477,78,14.07,98.19,81.05,5.41
244,Kenora,100,CA,1570758477,93,49.76,-94.48,39.2,19.46
245,Aswan,100,EG,1570758477,24,24.09,32.9,86.23,5.93
246,Lagoa,0,PT,1570758477,73,37.14,-8.45,70.0,9.17
247,Talara,2,PE,1570758478,87,-4.58,-81.27,63.01,17.79
248,Laguna,75,BZ,1570758478,88,16.17,-88.94,80.6,1.28
249,Teeli,19,RU,1570758478,68,51.01,90.2,37.87,4.78
250,Geilo,38,NO,1570758478,90,60.53,8.21,32.0,17.0
251,Tromso,20,NO,1570758478,100,69.65,18.96,28.4,5.82
252,Kamenka,100,MD,1570758478,91,48.03,28.7,48.99,6.37
253,Nuuk,75,GL,1570758478,74,64.17,-51.74,33.8,8.05
254,Moose Factory,1,CA,1570758478,54,51.26,-80.61,53.6,8.05
255,Braintree,75,GB,1570758479,87,51.88,0.55,62.01,19.46
256,Krasnyye Barrikady,45,RU,1570758479,71,46.2,47.86,52.65,8.36
257,Isoka,100,ZM,1570758479,75,-10.15,32.64,64.06,2.52
258,Awbari,0,LY,1570758479,44,26.59,12.77,65.95,5.64
259,Aksarka,0,RU,1570758479,90,66.56,67.8,31.95,12.88
260,Aginskoye,0,RU,1570758479,29,51.11,114.54,26.22,12.33
261,Norman Wells,75,CA,1570758480,69,65.28,-126.83,39.2,6.93
262,Motala,0,IN,1570758480,69,20.68,76.21,77.04,3.32
263,Umm Kaddadah,3,SD,1570758480,48,13.6,26.69,82.94,4.83
264,Aanekoski,90,FI,1570758480,93,62.6,25.73,42.8,4.7
265,George Town,75,MY,1570758480,74,5.42,100.33,82.4,5.82
266,Naze,40,NG,1570758480,94,5.43,7.07,78.8,3.62
267,Vardo,1,US,1570758480,87,39.62,-77.74,61.0,8.68
268,Anchorage,90,US,1570758481,100,61.22,-149.89,43.0,4.7
269,Lebanon,1,US,1570758481,67,40.34,-76.42,62.6,6.32
270,Leningradskiy,0,RU,1570758481,61,69.38,178.42,22.64,5.11
271,San Cristobal,100,HN,1570758481,96,14.68,-86.92,66.43,1.65
272,Maldonado,90,UY,1570758481,68,-34.91,-54.96,71.6,11.41
273,Ulundi,84,ZA,1570758481,92,-28.29,31.43,52.29,3.01
274,Goderich,0,CA,1570758481,72,43.74,-81.71,53.01,15.01
275,Llangefni,100,GB,1570758482,87,53.26,-4.31,59.0,21.92
276,Beyneu,0,KZ,1570758482,46,45.32,55.19,47.59,11.12
277,Znamenka,100,RU,1570758482,89,52.41,41.44,45.72,9.97
278,Ugoofaaru,9,MV,1570758482,70,5.67,73.0,83.37,5.54
279,Kinkala,20,CG,1570758482,83,-4.35,14.75,73.4,5.82
280,Saskylakh,98,RU,1570758482,93,71.97,114.09,15.64,14.2
281,Souillac,0,FR,1570758483,93,45.6,-0.6,54.0,2.24
282,Santa Maria del Oro,35,MX,1570758483,57,25.95,-105.37,69.24,3.39
283,Miraflores,0,PE,1570758483,13,-16.39,-71.52,55.4,3.36
284,Gat,86,SN,1570758483,88,14.69,-16.54,78.8,8.05
285,Mahibadhoo,97,MV,1570758483,65,3.78,72.97,83.12,2.34
286,Tanete,45,ID,1570758483,30,-3.94,119.78,94.86,10.02
287,Makakilo City,75,US,1570758483,62,21.35,-158.09,88.0,4.7
288,Klaksvik,100,FO,1570758483,93,62.23,-6.59,48.2,3.36
289,Provideniya,40,RU,1570758484,64,64.42,-173.23,35.6,4.47
290,Mykhaylivka,90,UA,1570758484,93,47.27,35.22,57.2,6.71
291,Katsuura,75,JP,1570758484,73,33.93,134.5,82.0,12.75
292,Ponta Delgada,40,PT,1570758484,72,37.73,-25.67,70.0,8.05
293,Cameron Park,1,US,1570758484,14,38.68,-120.99,75.2,3.36
294,Fenoarivo Atsinanana,84,MG,1570758484,85,-17.38,49.41,73.27,5.98
295,Anloga,40,GH,1570758484,88,5.79,0.9,78.8,10.29
296,Dunedin,100,NZ,1570758484,97,-45.87,170.5,46.99,19.06
297,Queenstown,0,ZA,1570758485,90,-31.89,26.88,41.07,3.15
298,Grand Gaube,40,MU,1570758485,77,-20.01,57.66,73.0,11.41
299,Puerto Ayora,3,EC,1570758485,90,-0.74,-90.35,66.0,10.21
300,Ouegoa,32,NC,1570758485,54,-20.34,164.44,76.87,5.1
301,San Policarpo,33,PH,1570758485,68,12.18,125.51,84.9,9.45
302,Sao Joao da Barra,94,BR,1570758485,86,-21.64,-41.05,73.31,14.0
303,Esperance,98,AU,1570758485,68,-33.86,121.89,66.2,6.93
304,Miyako,20,JP,1570758485,64,33.63,130.94,86.0,4.7
305,Rincon,75,PA,1570758486,100,8.46,-82.28,73.4,3.36
306,Sinnamary,0,GF,1570758486,80,5.38,-52.96,81.21,18.01
307,Saint Anthony,1,US,1570758486,36,43.97,-111.68,32.0,4.7
308,Bonthe,96,SL,1570758486,90,7.53,-12.5,77.83,6.62
309,Comodoro Rivadavia,0,AR,1570758486,80,-45.87,-67.48,41.0,4.41
310,Kawalu,91,ID,1570758486,63,-7.38,108.21,79.95,5.44
311,Yanacancha,49,PE,1570758486,89,-10.53,-76.18,34.77,3.9
312,Khandbari,0,NP,1570758486,66,27.38,87.21,57.88,4.1
313,Nome,1,US,1570758487,78,30.04,-94.42,82.0,3.36
314,Yashkul,100,RU,1570758487,88,46.17,45.34,59.09,13.58
315,Tamale,100,GH,1570758487,95,9.4,-0.84,73.49,4.75
316,Abnub,19,EG,1570758487,77,27.27,31.15,65.77,9.63
317,Ilhabela,94,BR,1570758487,88,-23.78,-45.36,71.01,8.65
318,Alvaraes,64,BR,1570758487,97,-3.22,-64.8,72.68,1.63
319,Rio Gallegos,0,AR,1570758487,50,-51.62,-69.22,33.8,23.04
320,Enshi,100,CN,1570758487,95,30.29,109.48,59.4,3.23
321,Mount Gambier,90,AU,1570758487,67,-37.83,140.78,57.2,11.41
322,Tupiza,94,BO,1570758488,52,-21.44,-65.72,52.03,2.79
323,Bonavista,0,CA,1570758488,87,48.65,-53.11,37.99,3.0
324,Portland,40,US,1570758488,50,43.66,-70.25,55.99,6.93
325,Muli,100,CN,1570758488,81,28.08,109.56,62.22,5.82
326,Chokurdakh,100,RU,1570758488,93,70.62,147.9,14.16,5.7
327,Carutapera,85,BR,1570758488,79,-1.2,-46.02,80.24,19.14
328,San Fernando,20,TT,1570758488,88,10.28,-61.46,75.2,8.82
329,Touros,40,BR,1570758489,83,-5.2,-35.46,77.0,5.82
330,Havoysund,75,NO,1570758489,93,71.0,24.66,35.6,6.29
331,Khorramshahr,100,IR,1570758489,57,30.43,48.18,75.2,2.24
332,Alofi,75,NU,1570758489,65,-19.06,-169.92,82.4,13.87
333,Aplahoue,75,BJ,1570758489,98,6.93,1.68,72.91,3.3
334,Santiago del Estero,80,AR,1570758489,30,-27.8,-64.26,84.47,12.29
335,Zyryanka,99,RU,1570758489,72,65.73,150.89,22.23,1.66
336,Mogadishu,28,SO,1570758489,84,2.04,45.34,80.17,6.42
337,Gazojak,0,TM,1570758490,57,41.19,61.4,50.14,11.78
338,Gold Coast,90,AU,1570758490,72,-28.0,153.41,73.99,8.05
339,Saint-Augustin,20,CA,1570758490,61,45.63,-73.98,57.2,3.36
340,Sri Aman,75,MY,1570758490,88,1.24,111.46,78.8,0.14
341,Fortuna,1,US,1570758490,39,40.6,-124.16,62.6,8.05
342,Xining,100,CN,1570758490,85,36.62,101.77,40.46,2.79
343,Firozpur Jhirka,0,IN,1570758490,48,27.79,76.95,77.92,2.82
344,Yulara,79,AU,1570758491,6,-25.24,130.99,87.8,6.93
345,Mandawar,0,IN,1570758491,62,29.49,78.13,74.75,2.53
346,Taree,75,AU,1570758491,55,-31.91,152.46,71.01,11.41
347,Maurawan,40,IN,1570758491,94,26.43,80.88,73.4,4.13
348,Obo,100,CF,1570758491,98,5.39,26.49,67.75,1.75
349,Atar,32,MR,1570758491,27,20.52,-13.05,80.89,10.93
350,Port Augusta,0,AU,1570758491,45,-32.49,137.76,73.0,10.29
351,Barabinsk,100,RU,1570758492,69,55.35,78.35,39.74,11.91
352,Praia,75,BR,1570758492,60,-20.25,-43.81,71.6,3.71
353,Tabas,0,IR,1570758492,28,33.6,56.92,69.8,4.7
354,Launceston,90,AU,1570758492,57,-41.43,147.14,57.99,17.22
355,Algiers,40,US,1570758492,74,29.94,-90.04,81.0,6.93
356,Goma,100,CD,1570758492,95,-1.67,29.23,55.33,1.02
357,Fallon,90,US,1570758492,68,46.84,-105.12,28.0,16.11
358,Zeya,100,RU,1570758492,43,53.74,127.27,29.97,14.65
359,Nacaome,40,HN,1570758493,77,13.53,-87.49,68.0,2.38
360,Komsomolskiy,99,RU,1570758493,93,67.55,63.78,29.43,13.91
361,Kaihua,2,CN,1570758493,56,29.14,118.41,87.06,1.71
362,Puerto Suarez,0,BO,1570758493,51,-18.96,-57.8,80.33,4.71
363,Santa Isabel do Rio Negro,54,BR,1570758493,94,-0.41,-65.02,73.54,0.98
364,Tilichiki,100,RU,1570758493,84,60.47,166.1,31.1,9.19
365,Marawi,100,PH,1570758493,76,8.0,124.29,84.0,5.01
366,Luwuk,80,ID,1570758493,78,-0.95,122.79,80.64,14.66
367,Sonari,75,IN,1570758494,94,27.03,95.02,73.4,2.82
368,Isangel,40,VU,1570758494,65,-19.55,169.27,80.6,9.17
369,Evensk,98,RU,1570758494,72,61.92,159.24,34.86,2.68
370,Muros,90,ES,1570758494,100,42.77,-9.06,59.0,2.24
371,Xinzhou,42,CN,1570758494,44,38.41,112.73,60.87,4.95
372,Ahtopol,100,BG,1570758494,77,42.1,27.94,66.0,5.82
373,Port Hawkesbury,1,CA,1570758494,93,45.62,-61.36,52.0,8.05
374,Invermere,1,CA,1570758494,73,50.51,-116.03,28.0,1.01
